tipo;descripcion;expediente;anio_expediente;domicilio;barrio;comuna;unidad_ejecutora;fecha_inicio;area;obra;estado_obra;contratista;foto_nombre;foto_descripcion
ARQCU;El proyecto de Remodelacion y Ampliacion de la sede del Museo de Arte Moderno, ubicado en la Av. San Juan 350, se compone de tres bloquos edilicios. El original, ocupado por la antigua fabrica tabacalera de Nobleza Picardo, cuyas instalaciones ya contenian al MAMBA, que mantiene las salas de exhibicion originales y amplia depositos y talleres de trabajo internos.  Otro que conforma una construccion nueva adosada en el terreno contiguo sobre Av. San Juan. En cuyo interior se mantienen los cimientos orginales de la Casa del Naranjo (una de las mas antiguas de la ciudad) y que contendra un auditorio equipado para todo tipo de actividades multimedia, con 3 nuevas salas de exhibicion en los pisos superiores y 2 depositos subterraneos paralelos a la autopista 25 de Mayo.  El tercer sector lo constituye el Pabellon internacional, ubicado en el lote del ex. Museo del Cine, con salida a calle Defensa, que sera destinado a las actividades de exhibicion y capacitacion a programar por el Ministerio de Cultura. Quedando las oficinas adminitrativas del complejo en el sector de azoteas.;13123;2006;Avda San Juan 350;San Telmo;1;524;2008-08-26 00:00:00;Arquitectura Cultura;MAMBA;Neutralizada;UTE Bricons SAICFI Emaco SA;DSC04092.JPG;inauguracion dic-10 escalera escultorica
ARQED;Ante los requerimientos del personal del Hospital Pirovano, de la comunidad en general y coincidiendo con los objetivos del GCBA de revitalizar desde la educación el desarrollo de este área de la Ciudad Autónoma de Buenos Aires se ejecutó el presente proyecto consensuado con las diferentes áreas educativas y con padres de los niños asistentes al establecimiento y de la comunidad en general. El edificio albergará una población de bebés y niños desde 45 días a 5 años de edad. Contempla salas para lactantes, deambuladores, dos, tres, cuatro y cinco años;1093099-2010;2010;;;;558;2011-09-13 00:00:00;Arquitectura Educacion;Construcción Escuela Infantil N 6 D.E N 10 BLANCO ENCALADA;En Ejecucion;CUNUMÍ SA;Escuela Nº6-01.JPG;FACHADA
ARQED;El edificio que alberga una escuela media escuela de danzas folklore y teatro cuenta con una superficie cubierta de 8548 m2 sobre un terreno de 4575 m2 ubicado en la calle Fonrouge 711,barra inclinada, 735 entre Ercilla y Ulrico Schmidl. Este edificio consta de planta baja y cuatro pisos desarrollados en un volumen longitudinal  paralelo a Fonrouge  y con acceso principal sobre esta calle El esquema arquitectónico es de circulación central  con aulas laterales sobre la calle y sobre el patio interno  Sobre esta circulación se desarrollan dos escaleras también  longitudinales con iluminación cenital a través de sendas claraboyas  Las escaleras de escape contra incendio y los ascensores conforman 2 cajas verticales  cerradas sobre Fonrouge enfrentadas circulación de por medio a los núcleos sanitarios;73001;2005;Fonrouge entre Ercilla y Schmidl Ulrico;Liniers;9;558;2008-06-01 00:00:00;Arquitectura Educacion;Escuela de Danzas N 1 DE 20;Finalizada recepción provisoria parcial;Bricons SAICFI;SANY0003.JPG;Frente de la Escuela
ARQED;Demolición total del edificio existente. Construcción de un nuevo edificio dividido en dos volúmenes. El primero sobre la línea municipal consta de planta baja y cinco niveles (aulas , talleres, biblioteca y SUM). El segundo volúmen sobre la medianera izquierda consiste en planta baja y dos niveles (gobernación y aulas).;1340046;2010;;;;558;2011-05-12 00:00:00;Arquitectura Educacion;Escuela Media N7 - Maria Claudia Falcone;En Ejecucion;VIDOGAR CONSTRUCCIONES SA;SAM_2682.JPG;Mampostería en los niveles 1 y 2
ARQED;La escuela de educación especial se emplaza en un lote de 30m de frente por 90m de profundidad, en el Barrio Villa Soldati. Debido a los problemas de diferente características que presenta el establecimiento, el proyecto que se plantea desde la Arquitectura es, una tipología de edificio en peine, cocido por una circulación principal, que separa y a su vez relaciona las áreas de aulas ,con sus expansiones descubiertas, de los espacios comunes.;1.340.056;2010;;;;558;2011-04-07 00:00:00;Arquitectura Educacion;Escuela N 7 D E N19 JUAN XXIII Mariano Acosta 2936;En Ejecucion;CUNUMÍ SA;juan 23 s.jpg;Fachada
ARQED;En la concepción de la escuela del futuro, es imprescindible la integración de la misma con la comunidad. La escuela toma así un rol participativo, abriendose hacia el espacio público. La propuesta pretende entonces hacer hincapié en estos aspectos, generando en planta baja un gran planchon en donde se producen los accesos al conjunto escolar, integrando de esta manera a la escuela infantil, primaria e instituto. Allí se ubican todas la funciones compartidas por las escuelas, vinculando de esta forma el patio cubierto, patio descubierto, SUM, biblioteca, centro de medios, talleres, servicios comunitarios y espacios verdes. El diseño de esta planta posibilita también el uso de dichas funciones por la gente del barrio o de toda la comunidad, invitando a la entrada y ofreciendose a los vecinos como un espacio verde mas.;914412;2013;;;;300;2013-12-02 00:00:00;Arquitectura Educacion;Escuela Siglo XXI;En Ejecucion;CRIBA SA;;
ARQED;La parcela existente  -Sección 42- Manzana 009- Parcela 028A-  tiene una superficie de 2708m2 con un frente de 32.38m sobre Av. Juan B. Alberdi y una profundidad variable entre 81.30m. y 86.20m. La zonificación es R2aII. Teniendo como principal condicionante la posición central en el terreno del inmueble histórico a conservar,  se adopta un partido en el cual se concentrará la mayor superficie del programa en un edificio ubicado por detrás del histórico que oficiara de nuevo telón de fondo y albergara la totalidad de las aulas, biblioteca, vivienda del encargado.  En el edificio catalogado se ubicarán las áreas administrativas. Desde el punto de vista arquitectónico se produciría un contrapunto entre la imagen histórica del edificio a conservar y la imagen contemporánea del nuevo edificio, sería esta situación de contraposición la que pondría en relieve el Edificio catalogado funcionando como un telón neutro que no competirá con la arquitectura del edificio protegido. El Edificio de aulas contara con un desarrollo de Subsuelo, Planta baja y 4 pisos, o sea 5 pisos sobrerasante, la terraza se utilizará como área de deportes al aire libre, se propone una estructura liviana y malla de protección. Las áreas de expansión exteriores se encontrarán a nivel de primer subsuelo en relación con el nuevo edificio de aulas y a nivel de planta baja en el Patio de Acceso, además del área de deportes ubicada en la terraza del nuevo edificio. ;310681;2011;;;;558;2012-09-20 00:00:00;Arquitectura Educacion;Escuela Tecnica Nro. 5 D.E. Nro. 11 - Remedios E. de San Martin.;Acta de Inicio;TEXIMCO SA;;
ARQSA;Remodelación Integral, con provisión de materiales, equipamiento integral y mano de obra especializada. Interviniendo los pabellones 1 2 4 5 y 6, totalizando una superficie aprox de 6550 m2. Incluye obras exteriores. El edificio contará con 100 camas para internación, y servicios de terapia ocupacional, rehabilitación y hospital de día.;44427;2004;Av. Warnes 2650 ;Paternal;15;408;2008-08-01 00:00:00;Arquitectura Salud;Hospital Alvear;TRASPASO Obra a Ministerio correspondiente ;MEJORAMIENTO HOSPITALARIO SA;;
ARQSA;Remodelacion Integral del Pabellon 4, incluyendo los trabajos completos de la Red de Gas en todos los Pabellones y red externa, independizando al Hospital de la conexion del Hogar San Martin. ;44427;2004;Av. Warnes 2650;Paternal;15;408;2010-03-08 00:00:00;Arquitectura Salud;Hospital Alvear II;TRASPASO Obra a Ministerio correspondiente ;MEJORAMIENTO HOSPITALARIO SA;;
ARQSA;La obra comprende la Renovación Integral para una superficie total de 5740 m2, correspondiente a la Planta Baja, Primero, segundo y tercer piso, con la provisión de materiales, equipos y mano de obra especializada. El edificio contará con 90 camas de prealta y todos los servicios relacionados con la terapia ocupacional y rehabilitación incluyendo los servicios de hospital de noche (12 camas) y hospital de dia.;8952;2004;Doctor Ramón Carrillo 375;Barracas;4;408;2005-08-19 00:00:00;Arquitectura Salud;Hospital Borda Pabellon 25A;TRASPASO Obra a Ministerio correspondiente ;Bricons SAICFI;;
ARQSA;La Obra comprende la renovación Integral con una superficie de 5.355 m2 del pabellón Amable Jones con la provisión de la totalidad de los materiales, equipos, herramientas y mano de obra especializada, para concluir los trabajos de acuerdo a su fin. Abarca servicios de internación en primer y segundo piso para 97 camas, un centro de exposiciones en planta baja mas el deposito general del hospital en subsuelo.;62078;2004;Doctor Ramón Carrillo 375;Barracas;4;408;2006-03-18 00:00:00;Arquitectura Salud;Hospital Borda Pabellon Amable Jones;TRASPASO Obra a Ministerio correspondiente ;SES SA;;
ARQSA;Consiste en la realización de tareas para la renovación integral y puesta al día de una obra inconclusa comenzada en la década del 70 con una superficie de 6300m2. Comprende la intervención en sectores con diferente estado de avance para los Servicios de Terapia Intermedia e Intensiva Adultos, Servicios Unidad Coronaria, Servicios Terapia Pediátrica con un total de 62 camas todos ellos del primer piso. El segundo piso del C.M.C. (Centro Medico Complementario), esta destinado al Servicio de Internación de Cuidados Especiales contando con un total de 54 camas. El tercer, cuarto y quinto piso pertenecen al Centro Medico Quirúrgico, y cuenta con 90 camas. Incluye la provisión el equipamiento integral, instalaciones de gases medicinales, terminación de núcleos de escalera, puesta en marcha de siete ascensores, la pintura y revestimiento, nuevos parasoles de las fachadas E, O y S.;80381;2006;Diaz Velez 5044;Caballito;6;408;2008-09-15 00:00:00;Arquitectura Salud;Hospital Durand;TRASPASO Obra a Ministerio correspondiente ;RIVA SA;SANY0937.JPG;Sala de Terapia
ARQSA;Remodelación Integral con la provisión de equipamiento integral. Consta  de 60 camas para pacientes y locales de apoyo distribuidos en Pb y 1er piso. mas un Subsuelo para usos complementarios.;70393;2005;brandsen 2570;barracas;4;408;2007-03-15 00:00:00;Arquitectura Salud;Hospital Moyano Pab Santa Rosa;TRASPASO Obra a Ministerio correspondiente ;PLANOBRA SA;;
ARQSA;Remodelación y reacondicionamiento, incorporando adecuaciones funcionales, modificación de accesos, redistribución de áreas, generación de nuevos espacios, provisión de equipamientos específicos, modernización y saneamiento integral del edificio. Se alojarán un total de 388 pacientes para internación, con salones de terapias ocupacionales, comedores, áreas de estar, consultorios, oficinas, áreas para personal médico, servicios y de enfermería. En subsuelo, se incorporará el lavadero central del hospital.;37816;2005;brandsen 2570;barracas;4;408;2007-03-01 00:00:00;Arquitectura Salud;Hospital Moyano Pab Velez Sarfield ;Neutralizada;SEHOS SA;DSCN2946.jpg;Servicios generales
ARQSA;Consiste en la construcción de un edificio destinado al Servicio de Urgencias, superficie cubierta aprox. 1005 m2, más los espacios exteriores semicubiertos y abiertos. Incluye sistema de aire acondicionado e instalaciones de gases medicinales.  El servicio se desarrolla en una planta baja, contando con Sala de Espera, 7 Consultorios de Guardia, 2 salas de procedimientos, 2 salas de aislados, 1 Sala de Trauma con tres camillas, 2 salas de observacion con 9 camas cada una y apoyo de Enfermeria y Laboratorio.;80343;2006;Av. Pedro Chutro 3380;Parque Patricios;4;408;2008-08-04 00:00:00;Arquitectura Salud;Hospital Penna ;TRASPASO Obra a Ministerio correspondiente ;INDALTEC SA;;
ARQSA;La obra comprende la Refuncionalización Integral del Hospital Tobar García, con la provisión de materiales, equipos  y mano de obra especializada. Las renovaciones de que trata el presente pliego afectan una superficie  total estimada  en 9438 m2 , correspondiente a la suma de las superficies de todos los  edificios. Esta superficie involucra remodelación  y obra nueva. Las obras a ejecutar tanto interiores como exteriores tienen por objeto la finalidad de poner el edificio en condiciones adecuadas de funcionamiento, involucrando la totalidad de su superficie, y todas sus instalaciones.;59702;2004;Ramon Carrillo 315 - GCABA;Constitucion;4;408;2006-04-17 00:00:00;Arquitectura Salud;Hospital Tobar Garcia;TRASPASO Obra a Ministerio correspondiente ;RIVA SA;;
AUSA;Esta intervención tiende a poner en valor el área delimitada por las calles Lamadrid, General Hornos, Herrera y Osvaldo Cruz, complementando los trabajos realizados en la primer y segunda etapa, en la cual se revitalizó el tramo comprendido entre la Cabecera Constitución y A. de Lamadrid. Su objetivo es revertir el deterioro del sector y los problemas de inseguridad que sufren en el lugar los vecinos.;LP AUSA 02 2010;2010;AU 9 de Julio Sur entre Gral. A de Lamadrid y Osvaldo Cruz;Barracas, Parque Patricios ;4;998;2010-11-19 00:00:00;Ausa;9 de Julio etapa III;Finalizada recepción definitiva;Bricons SAICFI;;
AUSA;La obra consiste en el tratamiento urbánistico de los secotres aledaños a la AU 9 de julio Sur. Este mejoramiento incluye la cración de nuevos espacios para la práctica de actividades físicas, iluminación, parquización, sistemas de riego, veredas, etc.;215;9;AU 9 de Julio Sur entre Constitución y Gral. A de Lamadrid;Barracas, Parque Patricios;4;998;2009-04-06 00:00:00;Ausa;9 de Julio Sur - Etapa II;Finalizada recepción definitiva;Eleprint SA;;
AUSA;Generacion de aperturas en el Blvard Fernandez de la Cruz frente al Htal Lugano para posibilitar el acceso vehicular rápido desde la Avda Cámpora y permitir el retome hacia Avda escalada. Ejecución de señales y Semaforos. Corrimento y mejora de los andenes del PREmetro y rampas para discapacitados efectos acortar recorridos de los usuarios ;2012 02 0031 00;2012;Avda fernandez de la Cruz y Acda Escalada intercepcion con Premetro ;Villa Lugano;8;998;2012-10-03 00:00:00;Ausa;Acceso Seguro Hospital Lugano ;Paralizada;RICAVIAL SA ;;
AUSA;Conexión de la AU Presidente Arturo Illia con la Avenida del Libertador, mediante dos ramales de circulación. La rama de ingreso, conectará la calle Brigadier General Juan Facundo Quiroga, paralela a la Av. Del Libertador con la autopista, mientras que la de salida, irá desde la autopista hacia Av. del Libertador. ;2013 01 0003 00;2014;AU ILLIA y Brig Gral Quiroga y Avda Libertador ;Retiro ;1;998;2014-01-29 00:00:00;Ausa;AU ILLIA Ramales ingreso y egreso Libertador ;En Ejecucion;Tecma SA Riva SA Posse SRL  UTE;Salida Quiroga1.JPG;Ingreso y egreso Libertador Quiroga 
AUSA;Reemplazo del pavimento asfaltico por el paviemnte de hormigon que se extenderá por 290 mts. Construccion de una canaleta lateral que recoja las aguas y las encuace hacia su desagote  ;2013 004 0049 00;2013;calle 5 de Au Illia (Ramon Castillo) Sentido centro ;Retiro ;1;998;2013-04-09 00:00:00;Ausa;AU Illia salida calle5;Finalizada sin recepción provisoria ;Vialmani SA;;
AUSA;Trabajos complementarios de Remociones de EDENOR en la obra Au Illia tramo Sarmiento cantilo ;2013 04 0130 00;2013;;;;998;2013-07-01 00:00:00;Ausa;AU Illia Sarm Cantilo Rem EDENOR;Finalizada sin recepción provisoria ;EDENOR SA;;
AUSA;Trabajos de tuneleria horizontal dirigida para la ejecucion del cruce en obra AU Illia tramo Sarmiento Cantilo con instalaciones de caños PEAD 60mm longitud de cruce 40 mts a $749 cada metro ;2013 04 0131 00;2013;;;;998;2013-07-01 00:00:00;Ausa;AU Illia Sarm Cantilo Tunel EDENOR ;Finalizada sin recepción provisoria ;Protunel SA;;
AUSA;Materiales utilizados para el servicio de tunerleria correspondiente a 72 mts de caños de PEAD de 160 mm PN 101. LA orden de compra es en dolares estadounidenses abonados en pesos argentinos a cotización de fecha dia anterior a fecha factura. ;2013 04 0132 00;2013;;;;998;2013-07-01 00:00:00;Ausa;AUIllia Sarm Cantilo Materiales Tunel EDENOR ;Finalizada sin recepción provisoria ;Protunel SA;;
AUSA;El proyecto contempla la continuación de la Autopista Arturo Humberto Illia en el sentido Sur-Norte desde la Av. Sarmiento hasta empalmar con la Av. Cantilo poco antes del acceso a Parque Norte. ;LP AUSA 07 2008;2008;Continuación de Autopista Illia desde Sarmiento hasta Cantilo entre FFCC y Aeroparque. Obrador SObre Sarmiento;Palermo;14;998;2010-04-12 00:00:00;Ausa;Autopista Illia Sarmiento Cantilo;En Ejecucion;Vialmani SA;;
AUSA;provision de plantas ;2013 02 0024 00;2013;AU Dellepiane;Villa Lugano y Parque Avellaneda;8;998;2013-05-20 00:00:00;Ausa;Autopistas verdes Jardines verticales ;Finalizada sin recepción provisoria ;Top Sinergia SA ;3-ejemplo de Green Wall.jpg;ejemplo de Green Wall
AUSA;La obra comprende un mejoramiento integral de la Av. Regimiento de los Patricios. La misma esta dividia en dos Etapas. La Etapa I abarca desde Av. Pedro de Mendoza hasta Olavarría, y la Etapa II desde Olavarría hasta Av. Martín García. Se reacondicionará la calzada, las veredas y todos los sistemas de desague, así también como la iluminación.;1;1;Av. Reg. de los Patricios;La Boca;4;998;2009-07-21 00:00:00;Ausa;Av. de los Patricios Etapa II;Finalizada recepción definitiva;Jose Cartelone Construcciones Civiles SA;Patricios-II-NOv09.JPG;Mes 5 - Noviembre
AUSA;La obra comprende el Mejoramiento integral de la Av. Regimiento de los Patricios. La misma esta dividia en dos Etapas. La Etapa I abarca desde Av. Pedro de Mendoza hasta Olavarría, y la Etapa II desde Olavarría hasta Av. Martín García. Se reacondicionará la calzada, las veredas y todos los sistemas de desague, como así la iluminación.;Lic Pub 10 año 2008;2009;Av. Regimiento de los Patricios entre Olavarria y P de Mendoza;Limite entre Boca y Barracas;4;998;2009-04-06 00:00:00;Ausa;Av. Reg de los Patricios Etapa I;Finalizada recepción definitiva;Milicic SA;Patricios-I-100_1012.jpg;Mes 4 - Julio 2009
AUSA;El objetivo de este tipo de obra es la mejora del flujo vehicular en caminos laterales al FFCC, disminuyendo tiempos de recorrido como así también contribuyendo a la descongestión de arterias y mejora en las comunicaciones viales. Reducción  tiempos de viaje y costos a los usuarios de la red evitando inconvenientes y accidentes. ;LP AUSA 20 2010;2010;Aizpurúa entre Roosevelt y Blanco Encalada;Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón ;12;998;;Ausa;Bajo Nivel Aizpurúa;Paralizada;a designar;;
AUSA;El objetivo principal de la obra es la mejora en el flujo vehicular disminuyendo tiempos de recorrido, aumento en la cantidad de viajes, descongestión de arterias y el mejoramiento en las comunicaciones viales. ;LP AUSA 17 2010;2010;Altolaguirre y Ex FFCC Mitre Ramal Retiro JL Suarez entre Monroe y Roosevelt;Villa Urquiza;12;998;2012-11-21 00:00:00;Ausa;Bajo Nivel Altolaguirre;En Ejecucion;CHEDIACK ESUCO UTE;altolaguirre 1.jpg;render
AUSA;El cruce bajo nivel en la calle Arias, ex FFCC Mitre, supone la generación de un paso que torna más permeable vehicularmente la barrera que supone las vías del ferrocarril Mitre, ramal Mitre en el barrio de Saavedra, suponiendo una alternativa al automóvil que hoy en día circula hacia el este por el paso a nivel de la calle Ruiz Huidobro. Con reducción  tiempos de viaje y costos a los usuarios de la red evitando inconvenientes y accidentes.  ;LP AUSA 07 2010;2010;Calle Arias con ex FFCC Mitre ramal Mitre entre Olof Palme y Plaza;Saavedra ;12;998;2010-10-14 00:00:00;Ausa;Bajo Nivel Arias;Finalizada recepción provisoria parcial;Fontana Nicastro SA de Construcciones;147-Arias-6 agosto 2012.JPG;147-Arias-6 agosto 2012.JPG
AUSA;La obra consiste en la construcción de un cruce bajo nivel peatonal y vehicular que une la calle Besares hoy interrumpida por el Ex FFCC Mitre Ramal Tigre y la materialización de las calles correspondientes para los frentistas del sector intervenido. Constituirá una alternativa para los automóviles que actualmente circulan hacia el Este por la calle Ramallo.Reducción  tiempos de viaje y costos a los usuarios de la red evitando inconvenientes y accidentes.  ;LP AUSA 08 2010;2010;Besares con ex FFCC Mitre ramal Tigre entre Grecia y 3 de febrero. Obrador en BN Ibera;Nuñez;13;998;2010-10-14 00:00:00;Ausa;Bajo Nivel Besares;Finalizada en mantenimiento;SES SA Construere ingenieria SA UTE Ibera Besares ;86-Besares_04-10-2012 3.jpg;acceso bajo nivel
AUSA;El cruce bajo nivel calle Ceretti, ex FF Mitre ramal José León Suarez, consiste en la construcción de un nuevo paso vehicular bajo nivel entre la Av. Monroe y la Av. F.D. Roosevelt y calles correspondientes para los frentistas del sector.  Reducción  tiempos de viaje y costos a los usuarios de la red evitando inconvenientes y accidentes.  ;LP AUSA 07 2010;2010;Calle Ceretti con ExFFCC Mitre ramal JLSuarez entre Monroe y Emilio Civit;Villa Urquiza;12;998;2010-10-04 00:00:00;Ausa;Bajo Nivel Ceretti;Finalizada sin recepción provisoria ;Fontana Nicastro SA de Construcciones;52-2013-08 inauguración.JPG;inauguración
AUSA;Remocion de interferencias ferroviarias en Obra BN Ceretti en ejecución. Los materiales serán provistos por el concesionario ferroviario. ;2012 04 0265 00;2013;Calle Ceretti con ExFFCC Mitre ramal JLSuarez entre Monroe y Emilio Civit;Villa Urquiza ;12;998;2013-01-22 00:00:00;Ausa;Bajo Nivel Ceretti Interf Ferroviarias ;Finalizada sin recepción provisoria ;Baires Ferrovial SA ;;
AUSA;Consiste en la ejecución de un cruce vehicular bajo nivel en la Avda Constituyentes  cruce con vías Ex  FFCC  Mitre, Ramal  J L Suárez,  entre calles Olazábal  y Cullen,  en  el  límite de los barrios  de  Villa Pueyrredón y Villa Urquiza,  en  la  zona  noroeste  de  la  Ciudad  de  Buenos  Aires. La obra comprende la vinculación vial de vehículos automotores de tránsito particular y público de la Av.Constituyentes a través de un Paso Bajo Nivel por debajo de las vías del FFCC Mitre evitando la actual intersección con barreras;2013 01 0001 00;2014;Avda de los Constituyentes y Ex FFCC Mitrre Ramal JL Suarez entre Ladines y Griveo ;Villa Urquiza y Villa Pueyrredon ;12;998;2014-01-22 00:00:00;Ausa;Bajo Nivel Constituyentes ;En Ejecucion;Jose F Chediack SA;render.jpg;render 1
AUSA;Contratacion de la provision de equipos materiales y mano de obra necesarios para la realizacion de trabajos de demolicion y desarme de las estructuras pertenecientesa las aprcelas afectadas a la futura obra del PAso Bajo Nivel en la Avda Constituyentes entre Avda Olazabal y Cullen. A medida que la Direccion de Bienes de la Ciudad de BsAS vaya transfiriendo a AUSA las parcelas a intervener se informará a CONTRATISTA quien coordinara con persdonal de AUSA una visita a la zona de los Trabajos.   ;2012 02 0065 00;2013;Avda Constituyentes y ex FFCC Mitre ramal JL Suarez entre Cullen y Olazabal ;Villa Pueyrredon ;12;998;2013-02-25 00:00:00;Ausa;Bajo Nivel Constituyentes Demoliciones ;Neutralizada;Demoliciones y Antiguedades San Telmo SRL;AvConstituyentes 4890.jpg;Constituyentess4890
AUSA;La obra consiste en la construccion de dos nuevos pasos vehiculares bajo nivel, uno en la calle Cuenca, entre Nueva York y Asuncion, y otro en la calle Llavallol entre, Nueva York y Pareja. Se espera que la obra producirá una reducción en los tiempos de viaje y costos a los usuarios de la red evitando inconvenientes y accidentes. ;LP AUSA 09 2010;2010;Cuenca;Agronomía;15;998;;Ausa;Bajo Nivel Cuenca ;Paralizada;Fontana Nicastro SA de Construcciones;;
AUSA;La obra consiste en la construcción de dos nuevos pasos vehiculares bajo nivel, uno en la calle Deheza entre 3 de Febrero y 11 de Septiembre y otro en la calle Quesada entre 3 de Febrero y Arcos. ;LP AUSA 12 2010;2010;Deheza entre 3 de febrero y 11 de septiembre con ex FFCC Mitre Ramal Tigre. ;Nuñez;13;998;;Ausa;Bajo Nivel Deheza;Paralizada;Fontana Nicastro SA Panedile Argentina SAICFI UTE;;
AUSA;La obra consiste en la construccion de un dos nuevos pasos vehiculares, uno en la calle Empedrado bajo las vias del FFCC Gral. San Martin y otro  en la calle Marcos Sastre bajo las vías del FFCC Gral. San Martín. ;LP AUSA 14 2010;2010;;;;998;;Ausa;Bajo Nivel Empedrado;Paralizada;a designar;;
AUSA;La obra consiste en la ejecución de un cruce vehicular bajo nivel doble mano en la calle Iberá. En la actualidad, el paso a nivel es posible solamente en sentido E-O El proyecto contempla la eliminación de las barreras arquitectónicas producidas por las vías férreas, proponiendo medios de paso a bajo nivel tanto vehicular como peatonal.Reducción  tiempos de viaje y costos a los usuarios de la red evitando inconvenientes y accidentes.  ;LP AUSA 08 2010;2010;Iberá con ex FFCC Mitre ramal Mitre entre Grecia y OHiggins Obrador sobre OHiggins;Nuñez;13;998;2010-10-14 00:00:00;Ausa;Bajo Nivel Ibera;Finalizada en mantenimiento;SES SA Construere ingenieria SA UTE Ibera Besares ;61-PBNIbera_11-23.jpg;Tunel ,pintura y tren pasando
AUSA;Cruce vehicular de doble mano bajo las visa del FFCC ambos sentidos de transito de 13.80 mts de ancho de calzada. Rampas ed ingreso y egreso pendiente longitudinal de 8%. Cruce peatonal con pasarelas de escaleras y rampas . Estacion de bombeo pluvial. Metodo constructivo Estructura de tipo PREMOLDEADA y  estructuras ejecutadas in situ. ;Cont 2012 01 002 00 ;2012;Avda Federico Lacroze y ex FFCC Mitre ramales JLSuarez y Mitre entre Conesa y Amenabar;Colegiales ;13;998;2012-10-31 00:00:00;Ausa;Bajo Nivel Lacroze ;En Ejecucion;Jose F Chediack SA;habilitacion transito 10-10-2013.jpg;Habilitacion transito
AUSA;Memoria descriptiva de los trabajos de instalacion de la nueva red. Reacondicionamiento y reubicacion de colectoras cloacales y reubicacion de la red de agua potable. ;2012 04 0237 00;2013;Avda Federico Lacroze y ex FFCC Mitre ramales JLSuarez y Mitre entre Conesa y Amenabar;colegiales;13;998;2012-10-01 00:00:00;Ausa;Bajo Nivel Lacroze AYSA convenio;Finalizada sin recepción provisoria ;AYSA ;;
AUSA;Con motivo de la ejecución por parte de AUSA de la Obra Bajo Nivel de la Avda Lacroze y las vias del FFCC Mitre se hace necesario la reubicacion de las cañerias pertenecientes a la empresa de servicios AYSA cuyo actual emplazamienmto interfiere con el desarrollo de la obra principal. Corrsponde a  Ing de detalle, Gestion y aprobaciones necesarias para completameinto de las obras, provision de materiales, obra civil e instalaciones, control de soldaduras y ejecucion y planos conforme a obra.  ;2012 02 0033 00;2012;Avda F Lacroze cruce FFCC ex linea Mitre ramal JL Suarez entre Conesa y Amenabar ;Colegiales ;13;998;2012-12-03 00:00:00;Ausa;Bajo Nivel Lacroze Cañerias de Agua y CLoacas ;Finalizada sin recepción provisoria ;AMYC Construcciones SRL ;;
AUSA;Remociones para ejecución de BN Lacroze. Obra civil e instalaciones, Provisión de materiales, Realizacion de todas las getiones y obtención de aprobaciones para completamiento del trabajo, rediografia de soldadoras, y prsentacion de planos conforme a obra aprobados por Metrogas.  ;2012 02 0032 00;2012;Avda F Lacroze cruce FFCC ex linea Mitre ramal JL Suarez entre Conesa y Amenabar ;Colegiales ;13;998;2012-10-24 00:00:00;Ausa;Bajo Nivel Lacroze cañerias GAS ;En Ejecucion;CATEGAS SRL ;;
AUSA;Provision de dos empalmes para cable de alta tensión 132KV ejecucion de emplame con equipo especificotraslado de materiales colocacion de conductor cable en los,cañeros ya ejecutados colocacion de arqueta camara de inspeccion para el tendido de fibrea optica a remover incluye excavacion provision  y colocacion de la arqueta premoldeada de tapones de cierres de conductores y equipo Marquer detector electronico de arqueta.  ;2013 04 0223 00;2013;;;;998;2013-10-08 00:00:00;Ausa;Bajo Nivel Lacroze Empalmes;Finalizada sin recepción provisoria ;Kioshi SA;;
AUSA;REm de fibra optica de METROTEL en BN Lacroze;2013 04 0089 00;2013;Avda Federico Lacroze y ex FFCC Mitre ramales JLSuarez y Mitre entre Conesa y Amenabar;Colegiales;13;998;2013-04-11 00:00:00;Ausa;Bajo Nivel Lacroze fibra Optica METROTEL;En Ejecucion;CPS Comunicaciones SA METROTEL  ;;
AUSA;corrsponde a Ingenieria de detalle,obtencion de permisos de ejecución de obra, provision de materiales, obras civiles e instalaciones para realizar un paso a nivel vehicular en calle OLLEROS y FFCC Mitre estaciaone Colegiales  ;2012 02 0020 00;2012;CAlle Olleros y FFCC ex Mitre ramales JLSuarez y Mitre ;Colegiales ;13;998;2012-09-03 00:00:00;Ausa;Bajo Nivel Lacroze Olleros Paso a nivel Provisorio;Finalizada con recepción provisoria;Baires Ferrovial SA ;1 - IMG_0108.JPG;2013ENE03-4
AUSA;Trabajos a eralizar para la Remoción de interferencias de EDENOR en el paso Bajo Nivel de la Avda Lacroze y vias del FFCC Mitre ;2013 04 0088 00;2013;Avda Federico Lacroze y ex FFCC Mitre ramales JLSuarez y Mitre entre Conesa y Amenabar;colegiales;13;998;2013-07-01 00:00:00;Ausa;Bajo Nivel Lacroze Rem EDENOR ;Finalizada sin recepción provisoria ;EDENOR SA;;
AUSA;Provision de 24 mts caño PEAD de 450mm y 72 mts de caño PED 160mm segun oferta de 10 de julio de 2013 para remociones de interferencias de EDENOR   ;2013 04 0129 00;2013;Av.F.Lacroze y ex FFCC Mitre ramales JLSuarez y Mitre entre Conesa y Amenabar;Colegiales;13;998;2013-07-15 00:00:00;Ausa;Bajo Nivel Lacroze Tunel Rem EDENOR;Finalizada sin recepción provisoria ;Protunel SA;;
